UNIQUE_CARRIER_NAME,YEAR,QUARTER,Overall - OP_EXPENSES,Overall - OP_PROFIT_LOSS,Overall - OP_REVENUES,Rev - CHARTER_PAX,Rev - CHARTER_PROP,Rev - MAIL,Rev - MISC_OP_REV,Rev - PROP_BAG,Rev - PROP_FREIGHT,Rev - PUB_SVC_REVENUE,Rev - RES_CANCEL_FEES,Rev - TOTAL_CHARTER,Rev - TOTAL_MISC_REV,Rev - TOTAL_PROPERTY,Rev - TRANS_REVENUE,Rev - TRANS_REV_PAX,Exp - AIRCFT_SERVICES,Exp - FLYING_OPS,Exp - GENERAL_ADMIN,Exp - GENERAL_SERVICES,Exp - MAINTENANCE,Exp - PAX_SERVICE,Exp - PROMOTION_SALES,Exp - TRANS_EXPENSES
         Federal Express Corporation         ,2019-01-01T00:00:00Z,1,2591393,-503503,2087890,NA,10523,189,1544,NA,464570,NA,NA,NA,NA,NA,1611064,NA,252475,197313,125766,NA,87097,NA,47005,1833615
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,2,2028151,-158359,1869792,0,0,15536,97546,0,81169,0,38750,NA,NA,NA,74917,1561874,232308,996906,73844,NA,124124,114783,113905,304302
         Federal Express Corporation         ,2018-01-01T00:00:00Z,1,1363153,-228446,1134707,NA,2344,534,8248,NA,473873,NA,NA,NA,NA,NA,649708,NA,163160,240663,119177,NA,76570,NA,24326,686487
            Delta Air Lines Inc.             ,2002-01-01T00:00:00Z,3,2575726,-162454,2413272,16379,NA,12651,102654,8441,45549,NA,-513,16379,102141,53990,137286,2090825,465550,796592,173174,NA,268134,279213,254886,133852
         Federal Express Corporation         ,2013-01-01T00:00:00Z,1,1087182,-350184,736999,NA,17635,86,3455,NA,470550,NA,NA,NA,NA,NA,245274,NA,258841,197901,113997,NA,71106,NA,34266,373356
            United Air Lines Inc.            ,2003-01-01T00:00:00Z,1,699193,-121988,577205,382,NA,14517,3623,1613,52303,NA,100,382,3723,53916,82282,422385,82489,236605,35711,NA,59333,108957,63471,62922
            United Air Lines Inc.            ,2002-01-01T00:00:00Z,2,2785507,-366978,2418529,1066,NA,19260,14947,2851,35764,NA,55888,1066,70835,38615,214231,2074522,527748,825249,123230,NA,390037,300481,269483,194194
           American Airlines Inc.            ,2009-01-01T00:00:00Z,2,3162030,-160386,3001644,1662,NA,12693,11479,73828,27253,NA,68345,1662,79824,101081,516241,2290143,541319,1110342,260549,NA,349664,243340,200012,321689
            United Air Lines Inc.            ,2008-01-01T00:00:00Z,4,881076,-76123,804953,5669,NA,11744,2899,3355,59543,NA,99,5669,2998,62898,42042,679602,75848,467545,68460,NA,73211,92477,42589,10888
           American Airlines Inc.            ,2008-01-01T00:00:00Z,4,1031766,-219532,812234,189,NA,8981,2530,16133,57179,NA,16229,189,18759,73312,120462,590531,95409,338808,69722,NA,85077,93052,216422,88864
           American Airlines Inc.            ,2004-01-01T00:00:00Z,2,3341806,-145317,3196489,3075,NA,14000,17130,10863,35116,NA,NA,3075,17130,45979,492839,2623466,588620,1111284,206427,NA,338439,316952,278735,314001
           American Airlines Inc.            ,2005-01-01T00:00:00Z,1,3185085,-141729,3043356,4439,NA,10307,12689,11736,33633,NA,NA,4439,12689,45369,464269,2506283,531344,1114201,154212,NA,315183,307169,261575,346174
         Federal Express Corporation         ,2016-01-01T00:00:00Z,3,2257799,-329740,1928059,NA,775,132,1523,NA,406792,NA,NA,NA,NA,NA,1518837,NA,220650,124299,98619,NA,55649,NA,28746,1690207
           American Airlines Inc.            ,2013-01-01T00:00:00Z,1,3544094,-47526,3496568,986,0,1116,10009,71946,31506,0,77167,NA,NA,NA,610038,2693800,473603,1490706,231297,NA,348649,241171,216678,444674
            Delta Air Lines Inc.             ,2002-01-01T00:00:00Z,4,2582210,-141455,2440755,15027,NA,15683,102966,10929,49104,NA,-786,15027,102180,60033,137464,2110368,489235,794683,191746,NA,245820,282955,222416,150238
         Federal Express Corporation         ,2013-01-01T00:00:00Z,3,1036178,-327985,708193,NA,237,53,2601,NA,481069,NA,NA,NA,NA,NA,224234,NA,228620,203542,125443,NA,59932,NA,40165,340832
            Delta Air Lines Inc.             ,2014-01-01T00:00:00Z,4,6909068,-288207,6620861,93658,0,12229,312242,208201,53402,0,138598,NA,NA,NA,1701951,4100580,891348,2819894,325805,NA,505140,433243,410973,1224259
           American Airlines Inc.            ,2012-01-01T00:00:00Z,1,1380872,198532,1579404,3317,0,3023,5020,36265,47051,0,33164,NA,NA,NA,265762,1185802,170795,534375,122977,NA,128090,112675,92090,166283
            Delta Air Lines Inc.             ,2014-01-01T00:00:00Z,4,850011,-229041,620970,0,0,0,29475,0,13199,0,13564,NA,NA,NA,55252,509480,83599,433358,30557,NA,69714,40633,38545,111937
            United Air Lines Inc.            ,2009-01-01T00:00:00Z,4,2750399,-38442,2711957,2415,NA,11037,6734,58524,30435,NA,71101,2415,77835,88959,948266,1583445,362914,700729,122420,NA,314084,153295,149147,824388
            United Air Lines Inc.            ,2002-01-01T00:00:00Z,4,568575,-122997,445578,873,NA,13094,3521,797,29887,NA,50,873,3571,30684,55285,342071,96760,164129,42266,NA,49850,94723,46011,42538
            United Air Lines Inc.            ,2001-01-01T00:00:00Z,1,3221562,-269167,2952395,997,NA,37612,19177,3860,33818,NA,45561,997,64738,37678,264040,2547330,520009,943274,188376,NA,469662,302272,431102,199326
         Federal Express Corporation         ,2012-01-01T00:00:00Z,4,1081115,-326718,754397,NA,15874,101,3528,NA,486449,NA,NA,NA,NA,NA,248445,NA,249134,204478,117281,NA,70717,NA,33692,370540
           American Airlines Inc.            ,2011-01-01T00:00:00Z,4,967583,-177991,789592,0,0,5251,2375,18797,48161,0,15493,NA,NA,NA,134271,565244,91500,338070,171712,NA,79763,90692,43575,109995
         Federal Express Corporation         ,2018-01-01T00:00:00Z,4,2654220,-559385,2094835,NA,7341,617,1246,NA,465095,NA,NA,NA,NA,NA,1620536,NA,260447,204146,126340,NA,85307,NA,44657,1889727
         Federal Express Corporation         ,2012-01-01T00:00:00Z,3,1030984,-319223,711761,NA,10454,72,3458,NA,464987,NA,NA,NA,NA,NA,232790,NA,229607,205154,115762,NA,65304,NA,31499,348905
            United Air Lines Inc.            ,2008-01-01T00:00:00Z,4,773517,-95535,677982,13512,NA,10045,1260,2662,46536,NA,124,13512,1384,49198,33514,570329,85093,401154,54979,NA,71148,77983,33497,7958
            United Air Lines Inc.            ,2005-01-01T00:00:00Z,1,744009,3708,747717,42,NA,11038,2849,2205,67957,NA,91,42,2940,70162,64676,598859,86660,280405,38057,NA,84930,105238,73269,30444
            Delta Air Lines Inc.             ,2005-01-01T00:00:00Z,4,671884,-106889,564995,NA,NA,5976,-7679,773,52748,NA,1127,NA,-6552,53521,34951,477099,80441,289348,32296,NA,42991,39189,47507,90222
         Federal Express Corporation         ,2013-01-01T00:00:00Z,4,1079898,-321914,757983,NA,3170,61,2467,NA,491351,NA,NA,NA,NA,NA,260934,NA,258665,196712,107801,NA,51831,NA,45302,383360
            United Air Lines Inc.            ,2005-01-01T00:00:00Z,3,536891,63518,600409,4012,NA,9537,1874,1707,36581,NA,122,4012,1996,38288,47490,499086,78633,212907,25006,NA,51713,70713,40442,25132
         Federal Express Corporation         ,2015-01-01T00:00:00Z,2,958915,-248027,710888,NA,5830,50,1799,NA,453414,NA,NA,NA,NA,NA,249795,NA,233824,143255,106595,NA,55895,NA,29646,350937
           American Airlines Inc.            ,2007-01-01T00:00:00Z,4,3713530,-220877,3492653,4099,NA,19015,12224,21658,49596,NA,NA,4099,12224,71254,644758,2741303,565790,1485304,250551,NA,327629,274785,227570,424703
            Delta Air Lines Inc.             ,2003-01-01T00:00:00Z,3,3114096,-175726,2938370,28969,NA,20083,93303,13004,41868,NA,203,28969,93506,54872,208697,2532243,458151,845890,177820,NA,235319,274253,247443,661875
            United Air Lines Inc.            ,2001-01-01T00:00:00Z,3,1066790,-366906,699884,NA,NA,9231,3313,1062,48482,NA,91,NA,3404,49544,91020,546685,91730,275364,111742,NA,82411,132201,89612,69718
         Federal Express Corporation         ,2013-01-01T00:00:00Z,2,1009150,-259960,749190,NA,1361,121,1568,NA,510060,NA,NA,NA,NA,NA,236079,NA,118499,285152,144312,NA,75447,NA,23803,316911
           American Airlines Inc.            ,2008-01-01T00:00:00Z,2,1317020,-174412,1142608,336,NA,4492,3735,6812,50753,NA,21151,336,24886,57565,186248,869081,155879,475664,246109,NA,99680,94793,71743,128795
           American Airlines Inc.            ,2002-01-01T00:00:00Z,1,653658,-43198,610460,1839,NA,2020,2165,1843,28926,NA,NA,1839,2165,30769,24776,548891,125878,180216,45148,NA,81797,91395,77480,4888
            United Air Lines Inc.            ,2010-01-01T00:00:00Z,4,3052457,-41423,3011034,4025,0,10897,5830,63865,32523,0,77829,NA,NA,NA,1101686,1714379,359764,795670,231164,NA,323018,151144,190551,890661
           American Airlines Inc.            ,2011-01-01T00:00:00Z,2,1165703,-167434,998269,0,0,3871,3279,24678,58786,0,20005,NA,NA,NA,167748,719902,126645,473576,77019,NA,106566,122869,75230,137924
         Federal Express Corporation         ,2012-01-01T00:00:00Z,4,1043857,-290377,753480,NA,4328,191,1600,NA,522325,NA,NA,NA,NA,NA,225035,NA,128907,326256,118859,NA,84923,NA,29179,310832
           American Airlines Inc.            ,2012-01-01T00:00:00Z,2,3761639,34220,3795859,221,0,773,12136,89441,36534,0,80121,NA,NA,NA,678914,2897719,477944,1494425,423787,NA,352107,244222,206340,450893
         Federal Express Corporation         ,2014-01-01T00:00:00Z,3,1091542,-293040,798502,NA,6604,27,2812,NA,516230,NA,NA,NA,NA,NA,272829,NA,269543,189728,104855,NA,58679,NA,37540,392537
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,2,1174233,-138239,1035994,0,0,-12,50022,0,74352,0,22834,NA,NA,NA,47022,841776,128715,613097,40915,NA,63166,63598,63111,168604
            Delta Air Lines Inc.             ,2001-01-01T00:00:00Z,3,2714768,-248129,2466639,NA,NA,24134,65701,6366,38945,NA,NA,NA,65701,45311,73045,2258448,492014,830958,147970,NA,294311,328031,323176,72575
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,4,5623057,137692,5760749,112879,0,9327,246992,203053,57416,0,120275,NA,NA,NA,1682940,3327867,819955,1712695,186234,NA,372002,382011,377790,1500929
         Federal Express Corporation         ,2018-01-01T00:00:00Z,4,1406240,-253559,1152681,NA,9630,393,15784,NA,494597,NA,NA,NA,NA,NA,632277,NA,186127,277237,122467,NA,89567,NA,29655,644493
           American Airlines Inc.            ,2008-01-01T00:00:00Z,2,1157497,-165165,992332,NA,NA,8732,3127,5704,73522,NA,17708,NA,20835,79226,155930,727609,102525,420303,228492,NA,75935,106190,59904,112238
         Federal Express Corporation         ,2014-01-01T00:00:00Z,2,1048230,-270460,777770,NA,6972,16,2555,NA,482483,NA,NA,NA,NA,NA,285744,NA,220964,191116,105448,NA,55849,NA,36102,400585
         Federal Express Corporation         ,2015-01-01T00:00:00Z,1,962294,-267130,695164,NA,4496,35,2188,NA,446874,NA,NA,NA,NA,NA,241571,NA,233382,145118,104441,NA,59721,NA,31282,349909
            Delta Air Lines Inc.             ,2009-01-01T00:00:00Z,2,1210816,-156492,1054324,NA,NA,5887,47472,1070,42049,NA,24464,NA,71936,43119,96261,837121,128080,514314,54210,NA,73851,75300,64303,232644
            United Air Lines Inc.            ,2001-01-01T00:00:00Z,4,2533641,-540835,1992806,5463,NA,20107,5486,2773,33195,NA,47172,5463,52658,35968,179330,1699280,508598,773548,24872,NA,355780,274074,280611,141370
         Federal Express Corporation         ,2017-01-01T00:00:00Z,1,2272727,-297658,1975069,NA,7764,143,1440,NA,431140,NA,NA,NA,NA,NA,1534582,NA,221076,136006,103635,NA,80931,NA,30968,1662101
            Delta Air Lines Inc.             ,2011-01-01T00:00:00Z,2,1945262,-97120,1848142,0,0,14677,60248,0,96687,0,40599,NA,NA,NA,72026,1563905,242052,902460,28662,NA,125593,119697,121037,324322
            United Air Lines Inc.            ,2001-01-01T00:00:00Z,3,899160,-305449,593711,NA,NA,6776,5506,895,26159,NA,79,NA,5585,27054,73371,480925,93160,201372,97430,NA,64255,113737,73786,55953
            United Air Lines Inc.            ,2003-01-01T00:00:00Z,2,504025,-127467,376558,1728,NA,13501,2024,1268,47724,NA,66,1728,2090,48992,37562,272685,70155,161238,23451,NA,52487,71812,48331,32914
         Federal Express Corporation         ,2014-01-01T00:00:00Z,1,1032135,-257879,774256,NA,3557,56,2475,NA,497857,NA,NA,NA,NA,NA,270311,NA,232957,195171,99649,NA,56101,NA,35813,374497
           American Airlines Inc.            ,2013-01-01T00:00:00Z,4,384206,-73216,310990,0,0,4045,832,5489,28587,0,5367,NA,NA,NA,50755,215915,29111,170092,24856,NA,42047,34992,16451,46808
            United Air Lines Inc.            ,2003-01-01T00:00:00Z,1,510158,-98967,411191,38349,NA,11784,2683,990,29775,NA,64,38349,2747,30765,55809,271737,80018,161579,24768,NA,50626,79367,38400,43359
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,1,1408095,-133056,1275039,0,0,12384,78287,0,79117,0,29271,NA,NA,NA,59787,1016193,180881,626647,25434,NA,109635,86896,87784,232629
         Federal Express Corporation         ,2016-01-01T00:00:00Z,2,1470679,-235325,1235354,NA,4955,189,1711,NA,443609,NA,NA,NA,NA,NA,784890,NA,232693,123718,103165,NA,52918,NA,36698,883198
            United Air Lines Inc.            ,2005-01-01T00:00:00Z,2,521831,43139,564970,5348,NA,9444,1542,1492,37649,NA,141,5348,1683,39141,35339,474015,81971,189700,29595,NA,54415,72800,40466,20222
         Federal Express Corporation         ,2018-01-01T00:00:00Z,2,1404779,-203300,1201479,NA,5316,770,8418,NA,503040,NA,NA,NA,NA,NA,683935,NA,181212,244870,126601,NA,72304,NA,26096,700838
         Federal Express Corporation         ,2016-01-01T00:00:00Z,4,2338934,-236913,2102021,NA,2254,114,1585,NA,420748,NA,NA,NA,NA,NA,1677320,NA,219253,128107,98920,NA,60660,NA,33506,1761276
            Delta Air Lines Inc.             ,2009-01-01T00:00:00Z,1,3017731,-42618,2975113,8263,0,0,161918,99344,27988,0,58814,NA,NA,NA,1043601,1575185,374177,914037,95040,NA,218257,212452,176001,883065
         Federal Express Corporation         ,2012-01-01T00:00:00Z,2,1032064,-249532,782532,NA,595,160,1551,NA,545756,NA,NA,NA,NA,NA,234470,NA,124546,319253,119428,NA,90649,NA,26327,309615
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,1,3038005,-181675,2856330,2156,NA,1598,6454,6359,30998,NA,80723,2156,87177,37357,838322,1889720,394608,849131,150190,NA,373230,182781,203268,755216
           American Airlines Inc.            ,2006-01-01T00:00:00Z,3,3558018,-36369,3521649,3717,NA,23918,15695,18482,41226,NA,NA,3717,15695,59708,556027,2862584,554174,1430395,139943,NA,352381,271692,255683,405634
         Federal Express Corporation         ,2016-01-01T00:00:00Z,1,935305,-246895,688410,NA,8632,173,1667,NA,427289,NA,NA,NA,NA,NA,250649,NA,230479,123980,100800,NA,56123,NA,30414,353698
         Federal Express Corporation         ,2015-01-01T00:00:00Z,3,973758,-256037,717721,NA,2970,42,2172,NA,455644,NA,NA,NA,NA,NA,256893,NA,244244,134764,103449,NA,60650,NA,31544,359667
         Federal Express Corporation         ,2013-01-01T00:00:00Z,1,963562,-241516,722046,NA,1020,139,1631,NA,501411,NA,NA,NA,NA,NA,217845,NA,117018,304542,105628,NA,72774,NA,28222,289595
         Federal Express Corporation         ,2015-01-01T00:00:00Z,4,956275,-240832,715443,NA,4830,56,1880,NA,445267,NA,NA,NA,NA,NA,263410,NA,239546,120136,106485,NA,54931,NA,32823,364608
         Federal Express Corporation         ,2012-01-01T00:00:00Z,2,998623,-244209,754414,NA,21728,71,2475,NA,505499,NA,NA,NA,NA,NA,224640,NA,219311,225184,116049,NA,75120,NA,17398,310088
         Federal Express Corporation         ,2012-01-01T00:00:00Z,1,979113,-237487,741627,NA,21943,138,3313,NA,511066,NA,NA,NA,NA,NA,205166,NA,205459,230993,115210,NA,69846,NA,38487,285213
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,1,303247,-55111,248136,NA,NA,1,-6973,154,12026,NA,966,NA,-6007,12180,21590,220372,36717,111161,23494,NA,24051,19924,15236,47078
            United Air Lines Inc.            ,2011-01-01T00:00:00Z,1,3020561.65,-75846.76,2944714.89,2248.71,0,9659.33,6150.67,60375.42,40924.9,0,83244.1,NA,NA,NA,1097166.52,1644945.23,341693.04,782635.2,164797.7,NA,344040.49,144973.86,157284.85,971398.83
         Federal Express Corporation         ,2018-01-01T00:00:00Z,2,2538832,-363345,2175487,NA,10678,174,7607,NA,487813,NA,NA,NA,NA,NA,1669215,NA,260651,176383,136117,NA,80696,NA,40153,1803610
            United Air Lines Inc.            ,2012-01-01T00:00:00Z,1,1590264.88,-135608.01,1454656.87,81.18,0,9790.25,2462.47,26116.18,85562.03,0,30908.55,NA,NA,NA,111376.34,1188359.88,212057.22,782765.05,83365.5,NA,149430.42,170574.89,89184.91,27115.75
            Delta Air Lines Inc.             ,2010-01-01T00:00:00Z,1,1166272,-98725,1067547,NA,NA,9031,32774,281,63575,NA,26588,NA,59362,63856,55421,879877,177710,493682,29454,NA,79492,76958,80615,158630
           American Airlines Inc.            ,2012-01-01T00:00:00Z,1,369998,-61758,308240,0,0,1706,899,6493,33305,0,5938,NA,NA,NA,47584,212315,29518,158972,26369,NA,41573,33362,18450,44620
            United Air Lines Inc.            ,2001-01-01T00:00:00Z,2,3268342,-185561,3082781,424,NA,35181,19980,3825,36671,NA,51827,424,71807,40496,266320,2668553,542921,958788,192406,NA,478565,299526,398873,220271
            Delta Air Lines Inc.             ,2013-01-01T00:00:00Z,1,5596313,73641,5669954,94687,0,10760,294393,191986,58714,0,129927,NA,NA,NA,1575507,3313980,841340,1678505,105566,NA,476756,376849,358057,1486910
         Federal Express Corporation         ,2012-01-01T00:00:00Z,3,1003856,-229073,774783,NA,2850,136,1653,NA,544256,NA,NA,NA,NA,NA,225888,NA,125992,315588,115499,NA,82009,NA,26974,292950
            United Air Lines Inc.            ,2002-01-01T00:00:00Z,3,766944,-109739,657205,1016,NA,11688,3273,1062,57999,NA,59,1016,3332,59061,59918,522190,90193,261224,44153,NA,71214,124334,83388,48152
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,2,274086,-17612,256474,NA,NA,60,-3987,173,10623,NA,977,NA,-3010,10796,23572,225056,27374,113463,12082,NA,21352,14332,17513,40116
            Delta Air Lines Inc.             ,2014-01-01T00:00:00Z,4,1058171,-140271,917900,0,0,278,45626,0,62668,0,20663,NA,NA,NA,42145,746520,123576,672777,45169,NA,60913,60064,56976,2846
         Federal Express Corporation         ,2013-01-01T00:00:00Z,2,445341,-205161,240180,NA,31,3,5627,NA,143770,NA,NA,NA,NA,NA,90749,NA,145886,60815,70015,NA,23427,NA,11488,119000
         Federal Express Corporation         ,2014-01-01T00:00:00Z,4,1031732,-236789,794943,NA,4170,81,3096,NA,504698,NA,NA,NA,NA,NA,282897,NA,246880,167960,105613,NA,53647,NA,34940,386176
            Delta Air Lines Inc.             ,2005-01-01T00:00:00Z,3,728208,12393,740601,NA,NA,5518,-12051,709,49097,NA,1157,NA,-10894,49806,31773,664398,99371,322398,31667,NA,55908,56798,48030,62317
         Federal Express Corporation         ,2013-01-01T00:00:00Z,3,966261,-217241,749020,NA,2450,111,1596,NA,504356,NA,NA,NA,NA,NA,240507,NA,125795,280882,101834,NA,83367,NA,21314,308139
           American Airlines Inc.            ,2011-01-01T00:00:00Z,3,1193056,-121142,1071914,0,0,4136,3884,24975,55500,0,20232,NA,NA,NA,176365,786822,126792,483437,74928,NA,111365,122490,68111,158915
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,4,309359,-21598,287761,NA,NA,485,-4273,195,11685,NA,1063,NA,-3210,11880,31426,247180,35783,123042,10988,NA,23508,17953,20015,48122
           Southwest Airlines Co.            ,2011-01-01T00:00:00Z,3,3345871,206813,3552684,5453,0,0,223453,8548,35364,0,0,NA,NA,NA,5988,3273878,508218,1698381,214811,NA,322577,221747,202996,2077
         Federal Express Corporation         ,2018-01-01T00:00:00Z,1,414544,-134227,280317,NA,0,0,8266,NA,98755,NA,NA,NA,NA,NA,173296,NA,108544,32366,38041,NA,15323,NA,8527,200501
         Federal Express Corporation         ,2011-01-01T00:00:00Z,3,1009922,-211573,798349,NA,22809,81,479,NA,562132,NA,NA,NA,NA,NA,212846,NA,215455,236481,124918,NA,78088,NA,36722,284982
           American Airlines Inc.            ,2002-01-01T00:00:00Z,1,435307,-68507,366800,NA,NA,7089,1083,1003,31274,NA,NA,NA,1083,32277,12332,314019,83611,115856,40062,NA,48067,83579,27451,3230
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,4,3350506,-216917,3133589,4268,NA,7112,6792,6259,39881,NA,79954,4268,86746,46140,865030,2124293,399464,1044700,193233,NA,387969,182234,193607,817185
            United Air Lines Inc.            ,2005-01-01T00:00:00Z,1,507973,-15126,492847,42857,NA,10087,1325,1248,34925,NA,107,42857,1432,36173,40864,361434,83572,179273,23947,NA,56960,73712,39814,17705
         Federal Express Corporation         ,2012-01-01T00:00:00Z,1,954054,-189809,764243,NA,2096,120,1548,NA,545951,NA,NA,NA,NA,NA,214528,NA,119473,310758,109662,NA,77476,NA,24449,270688
         Federal Express Corporation         ,2011-01-01T00:00:00Z,2,1021808,-206834,814973,NA,12801,6,2259,NA,567048,NA,NA,NA,NA,NA,232859,NA,233931,238528,118266,NA,71059,NA,25500,302759
         Federal Express Corporation         ,2014-01-01T00:00:00Z,3,359543,-207346,152197,NA,NA,2,5510,NA,70126,NA,NA,NA,NA,NA,76559,NA,128289,43470,37905,NA,17913,NA,11248,107723
           American Airlines Inc.            ,2018-01-01T00:00:00Z,1,702281.64,-128484.54,573797.1,0,0,8238.62,57960.89,24213.38,44860.3,0,18937.25,NA,NA,NA,16410.26,403176.4,95805.93,270321.12,106157.03,0,84427.8,67835.83,36808.12,2918.72
         Federal Express Corporation         ,2017-01-01T00:00:00Z,3,1287875,-176015,1111860,NA,1994,294,5427,NA,506767,NA,NA,NA,NA,NA,597378,NA,165295,197437,107267,NA,68659,NA,22623,675880
         Federal Express Corporation         ,2014-01-01T00:00:00Z,2,943420,-193402,750018,NA,630,66,1884,NA,511437,NA,NA,NA,NA,NA,236001,NA,123723,275528,103628,NA,75893,NA,24904,294522
           American Airlines Inc.            ,2006-01-01T00:00:00Z,4,3408912,-47576,3361336,4175,NA,26879,13434,20510,41328,NA,NA,4175,13434,61838,550453,2704557,556760,1270994,187072,NA,353012,270522,232774,387730
